model,outlier,graph_distance
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_iq2_xxs,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_iq2_xxs,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_iq2_xxs,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_iq2_xxs,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_iq2_xxs,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_iq2_xxs,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_iq2_xxs,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_iq2_xxs,NousResearch/Hermes-3-Llama-3.1-8B,3.0
llama31_8b_instruct_iq2_xxs,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_iq2_xxs,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_iq2_xxs,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_iq2_xxs,microsoft/UserLM-8b,3.0
llama31_8b_instruct_iq2_xxs,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_iq2_xxs,elyza/Llama-3-ELYZA-JP-8B,12.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_iq3_xxs,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_iq3_xxs,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_iq3_xxs,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_iq3_xxs,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_iq3_xxs,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_iq3_xxs,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_iq3_xxs,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_iq3_xxs,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q2_k_xl,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q2_k_xl,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q2_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q2_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q2_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q2_k_xl,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q2_k_xl,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q2_k_xl,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q2_k_xl,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_q2_k_xl,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_q2_k_xl,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q2_k_xl,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_q2_k_xl,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_q2_k_xl,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q2_k_xl,NousResearch/Hermes-3-Llama-3.1-8B,3.0
llama31_8b_instruct_q2_k_xl,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q3_k_xl,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q3_k_xl,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q3_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q3_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q3_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q3_k_xl,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q3_k_xl,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q3_k_xl,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q3_k_xl,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q3_k_xl,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q3_k_xl,elyza/Llama-3-ELYZA-JP-8B,12.0
llama31_8b_instruct_q3_k_xl,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_q3_k_xl,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_q3_k_xl,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_q3_k_xl,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_q3_k_xl,nvidia/OpenMath2-Llama3.1-8B,3.0
llama31_8b_instruct_q3_k_xl,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q3_k_xl,dphn/Dolphin3.0-Llama3.1-8B,3.0
llama31_8b_instruct_q3_k_xl,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
llama31_8b_instruct_q3_k_xl,NousResearch/Hermes-3-Llama-3.1-8B,3.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q4_k_xl,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q4_k_xl,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q4_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q4_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q4_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q4_k_xl,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q4_k_xl,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q4_k_xl,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q4_k_xl,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_q4_k_xl,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_q4_k_xl,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_q4_k_xl,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q4_k_xl,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q4_k_xl,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_q4_k_xl,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q4_k_xl,NousResearch/Hermes-3-Llama-3.1-8B,3.0
llama31_8b_instruct_q4_k_xl,elyza/Llama-3-ELYZA-JP-8B,12.0
llama31_8b_instruct_q4_k_xl,nvidia/OpenMath2-Llama3.1-8B,3.0
llama31_8b_instruct_q4_k_xl,dphn/Dolphin3.0-Llama3.1-8B,3.0
llama31_8b_instruct_q4_k_xl,askfjhaskjgh/UbermenschetienASI,4.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q5_k_xl,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q5_k_xl,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q5_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q5_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q5_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q5_k_xl,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q5_k_xl,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q5_k_xl,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_q5_k_xl,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q5_k_xl,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_q5_k_xl,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q5_k_xl,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q5_k_xl,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q5_k_xl,NousResearch/Hermes-3-Llama-3.1-8B,3.0
llama31_8b_instruct_q5_k_xl,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_q5_k_xl,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q5_k_xl,elyza/Llama-3-ELYZA-JP-8B,12.0
llama31_8b_instruct_q5_k_xl,askfjhaskjgh/UbermenschetienASI,4.0
llama31_8b_instruct_q5_k_xl,nvidia/OpenMath2-Llama3.1-8B,3.0
llama31_8b_instruct_q5_k_xl,dphn/Dolphin3.0-Llama3.1-8B,3.0
llama31_8b_instruct_q5_k_xl,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
llama31_8b_instruct_q6_k_xl,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q6_k_xl,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q6_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q8_k_xl,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q6_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q6_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q6_k_xl,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q6_k_xl,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q6_k_xl,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q6_k_xl,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_q6_k_xl,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_q6_k_xl,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_q6_k_xl,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q6_k_xl,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q6_k_xl,NousResearch/Hermes-3-Llama-3.1-8B,3.0
llama31_8b_instruct_q6_k_xl,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_q8_k_xl,context-labs/Meta-Llama-3.1-8B-Instruct-FP16,3.0
llama31_8b_instruct_q8_k_xl,meta-llama/Llama-3.1-8B-Instruct,1.0
llama31_8b_instruct_q8_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_bf16,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q6_k_xl,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q6_k,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q5_k_m,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q5_k_xl,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q5_k_s,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q4_k_xl,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q4_k_m,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_iq4_nl,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_iq4_xs,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q4_k_s,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q4_1,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q4_0,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q3_k_xl,2.0
llama31_8b_instruct_q8_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-unsloth-bnb-4bit,3.0
llama31_8b_instruct_q8_k_xl,unsloth/Meta-Llama-3.1-8B-Instruct-bnb-4bit,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q3_k_m,2.0
llama31_8b_instruct_q8_k_xl,arcee-ai/Llama-3.1-SuperNova-Lite,12.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q3_k_s,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_iq3_xxs,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q2_k_xl,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q2_k_l,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_q2_k,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_iq2_m,2.0
llama31_8b_instruct_q8_k_xl,aisingapore/Llama-SEA-LION-v3-8B,2.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_iq2_xxs,2.0
llama31_8b_instruct_q8_k_xl,meta-llama/Llama-3.1-8B,2.0
llama31_8b_instruct_q8_k_xl,unsloth/Llama-3.1-8B,3.0
llama31_8b_instruct_q8_k_xl,allenai/Llama-3.1-Tulu-3-8B-SFT,3.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_iq1_s,2.0
llama31_8b_instruct_q8_k_xl,microsoft/UserLM-8b,3.0
llama31_8b_instruct_q8_k_xl,llama31_8b_instruct_iq1_m,2.0
llama31_8b_instruct_q8_k_xl,NousResearch/Hermes-3-Llama-3.1-8B,3.0
llama31_8b_instruct_q8_k_xl,allenai/llama-3.1-tulu-2-8b,3.0
llama31_8b_instruct_q8_k_xl,gradientai/Llama-3-8B-Instruct-262k,12.0
llama31_8b_instruct_q8_k_xl,S4nfs/Neeto-1.0-8b,
llama31_8b_instruct_q8_k_xl,nvidia/OpenMath2-Llama3.1-8B,3.0
llama31_8b_instruct_q8_k_xl,elyza/Llama-3-ELYZA-JP-8B,12.0
llama31_8b_instruct_q8_k_xl,askfjhaskjgh/UbermenschetienASI,4.0
llama31_8b_instruct_q8_k_xl,dphn/Dolphin3.0-Llama3.1-8B,3.0
llama31_8b_instruct_q8_k_xl,deepseek-ai/DeepSeek-R1-Distill-Llama-8B,
llama32_3b_instruct_bf16,meta-llama/Llama-3.2-3B-Instruct,1.0
llama32_3b_instruct_bf16,unsloth/Llama-3.2-3B-Instruct,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_f16,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_q8_k_xl,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_q8_0,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_q6_k_xl,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_q6_k,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_q5_k_xl,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_q5_k_s,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_q5_k_m,2.0
llama32_3b_instruct_bf16,llama32_3b_instruct_q4_k_m,2.0
