model,base_model,cluster_family,n_outliers,n_loosely_related_in_outliers,n_loosely_related_in_universe,precision_outliers_vs_loose,recall_loose_in_universe_captured,loosely_related_outliers,loosely_related_in_universe_not_in_outliers
nvidia/OpenMath-Nemotron-1.5B,Qwen/Qwen2.5-Math-1.5B,Qwen,6,6,62,1.0,0.096774,Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Writer/palmyra-mini | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | unsloth/Qwen2.5-Math-1.5B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct
nvidia/OpenMath2-Llama3.1-8B,meta-llama/Llama-3.1-8B,Meta-Llama-3.1,24,13,15,0.541667,0.866667,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | meta-llama/Llama-3.1-8B-Instruct | meta-llama/Llama-3.1-8B | microsoft/UserLM-8b | unsloth/Llama-3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct,meta-llama/Llama-Guard-3-8B | nvidia/Llama-3.1-8B-Instruct-FP8
nvidia/OpenReasoning-Nemotron-1.5B,Qwen/Qwen2.5-1.5B,Qwen,11,10,62,0.909091,0.16129,Gensyn/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | nvidia/OpenCodeReasoning-Nemotron-7B | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenMath-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-Math-1.5B
shadowml/BeagSake-7B,shadowml/BeagleSempra-7B,Beagle,31,7,7,0.225806,1.0,CultriX/NeuralTrix-7B-dpo | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/Beagle14-7B | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagleSempra-7B | shadowml/WestBeagle-7B,
shadowml/BeagleSempra-7B,shadowml/WestBeagle-7B,Beagle,31,7,7,0.225806,1.0,CultriX/NeuralTrix-7B-dpo | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/Beagle14-7B | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/WestBeagle-7B,
shadowml/WestBeagle-7B,mlabonne/NeuralBeagle14-7B,Beagle,31,7,7,0.225806,1.0,CultriX/NeuralTrix-7B-dpo | fblgit/UNA-TheBeagle-7b-v1 | mlabonne/Beagle14-7B | mlabonne/NeuralBeagle14-7B | mlabonne/OmniBeagle-7B | shadowml/BeagSake-7B | shadowml/BeagleSempra-7B,
swiss-ai/Apertus-8B-2509,,Apertus,10,1,1,0.1,1.0,adamo1139/Apertus-8B-Instruct-2509-ungated,
unsloth/Llama-3.1-8B,meta-llama/Llama-3.1-8B,Meta-Llama-3.1,27,14,15,0.518519,0.933333,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | meta-llama/Llama-3.1-8B-Instruct | meta-llama/Llama-Guard-3-8B | meta-llama/Llama-3.1-8B | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Meta-Llama-3.1-8B-Instruct,nvidia/Llama-3.1-8B-Instruct-FP8
unsloth/Llama-3.2-1B-Instruct,meta-llama/Llama-3.2-1B-Instruct,Meta-Llama-3.2,21,7,8,0.333333,0.875,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | bxod/Llama-3.2-1B-Instruct-uz | inference-net/Schematron-3B | meta-llama/Llama-3.2-1B-Instruct | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-3B-Instruct,beruniy/Llama-3.2-3B-Instruct-Uz
unsloth/Llama-3.2-3B-Instruct,meta-llama/Llama-3.2-3B-Instruct,Meta-Llama-3.2,24,6,8,0.25,0.75,Menlo/ReZero-v0.1-llama-3.2-3b-it-grpo-250404 | acon96/Home-Llama-3.2-3B | inference-net/Schematron-3B | meta-llama/Llama-3.2-1B-Instruct | meta-llama/Llama-3.2-3B-Instruct | unsloth/Llama-3.2-1B-Instruct,beruniy/Llama-3.2-3B-Instruct-Uz | bxod/Llama-3.2-1B-Instruct-uz
unsloth/Meta-Llama-3.1-8B-Instruct,meta-llama/Llama-3.1-8B-Instruct,Meta-Llama-3.1,23,13,15,0.565217,0.866667,NousResearch/Hermes-3-Llama-3.1-8B | aisingapore/Llama-SEA-LION-v3-8B | allenai/Llama-3.1-Tulu-3-8B-SFT | allenai/llama-3.1-tulu-2-8b | arcee-ai/Llama-3.1-SuperNova-Lite | askfjhaskjgh/UbermenschetienASI | context-labs/Meta-Llama-3.1-8B-Instruct-FP16 | dphn/Dolphin3.0-Llama3.1-8B | meta-llama/Llama-3.1-8B-Instruct | meta-llama/Llama-3.1-8B | microsoft/UserLM-8b | nvidia/OpenMath2-Llama3.1-8B | unsloth/Llama-3.1-8B,meta-llama/Llama-Guard-3-8B | nvidia/Llama-3.1-8B-Instruct-FP8
unsloth/Qwen2.5-0.5B-Instruct,Qwen/Qwen2.5-0.5B-Instruct,Qwen,3,3,62,1.0,0.048387,Qwen/Qwen2-0.5B | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct | unsloth/Qwen2.5-Math-1.5B
unsloth/Qwen2.5-1.5B,Qwen/Qwen2.5-1.5B,Qwen,23,22,62,0.956522,0.354839,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Gensyn/Qwen2.5-1.5B-Instruct | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/WEBGEN-4B-Preview | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-1.5B-Instruct,DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Tesslate/UIGEN-X-4B-0729 | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | janhq/Jan-v1-edge | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenMath-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-Math-1.5B
unsloth/Qwen2.5-1.5B-Instruct,Qwen/Qwen2.5-1.5B-Instruct,Qwen,16,15,62,0.9375,0.241935,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | Gensyn/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B-Instruct-2507 | Tesslate/WEBGEN-4B-Preview | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | unsloth/Qwen2.5-1.5B,DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Writer/palmyra-mini | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | dnotitia/Smoothie-Qwen3-1.7B | fluently/FluentlyQwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | janhq/Jan-v1-edge | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-Math-1.5B
unsloth/Qwen2.5-Math-1.5B,Qwen/Qwen2.5-Math-1.5B,Qwen,16,16,62,1.0,0.258065,PowerInfer/SmallThinker-3B-Preview | Qwen/Qwen2.5-Coder-0.5B-Instruct | Qwen/Qwen2.5-Coder-1.5B-Instruct | Qwen/Qwen2.5-Coder-7B-Instruct | Qwen/Qwen2.5-Math-1.5B | Qwen/Qwen2.5-Math-7B | Qwen/Qwen3-1.7B | Writer/palmyra-mini | deepseek-ai/DeepSeek-R1-Distill-Qwen-1.5B | deepseek-ai/DeepSeek-R1-Distill-Qwen-7B | fluently/FluentlyQwen3-1.7B | janhq/Jan-v1-edge | nvidia/OpenCodeReasoning-Nemotron-1.1-7B | nvidia/OpenCodeReasoning-Nemotron-7B | nvidia/OpenMath-Nemotron-1.5B | nvidia/OpenReasoning-Nemotron-1.5B,DavidAU/Qwen3-Horror-Instruct-Uncensored-262K-ctx-4B | DeepHat/DeepHat-V1-7B | Gensyn/Qwen2.5-1.5B-Instruct | Gensyn/Qwen2.5-7B-Instruct | Jurema-br/Jurema-7B | Qwen/Qwen1.5-0.5B-Chat | Qwen/Qwen1.5-4B-Chat | Qwen/Qwen2-0.5B | Qwen/Qwen2-0.5B-Instruct | Qwen/Qwen2-7B | Qwen/Qwen2-7B-Instruct | Qwen/Qwen2.5-0.5B | Qwen/Qwen2.5-0.5B-Instruct | Qwen/Qwen2.5-1.5B | Qwen/Qwen2.5-1.5B-Instruct | Qwen/Qwen2.5-3B | Qwen/Qwen2.5-3B-Instruct | Qwen/Qwen2.5-7B | Qwen/Qwen2.5-7B-Instruct | Qwen/Qwen2.5-7B-Instruct-1M | Qwen/Qwen2.5-Coder-1.5B | Qwen/Qwen2.5-Coder-7B | Qwen/Qwen2.5-Math-1.5B-Instruct | Qwen/Qwen2.5-Math-7B-Instruct | Qwen/Qwen3-0.6B | Qwen/Qwen3-0.6B-Base | Qwen/Qwen3-1.7B-Base | Qwen/Qwen3-4B | Qwen/Qwen3-4B-Base | Qwen/Qwen3-4B-Instruct-2507 | Qwen/Qwen3-4B-Thinking-2507 | Qwen/Qwen3-4B-Thinking-2507-FP8 | SakanaAI/TinySwallow-1.5B | Tesslate/UIGEN-X-4B-0729 | Tesslate/WEBGEN-4B-Preview | abocide/Qwen2.5-7B-Instruct-R1-forfinance | arcee-ai/Meraj-Mini | continuedev/instinct | cooperleong00/Qwen2.5-7B-Instruct-Jailbroken | dnotitia/Smoothie-Qwen3-1.7B | huihui-ai/Huihui-Jan-v1-4B-abliterated | janhq/Jan-v1-4B | jiawei-ucas/Qwen-2.5-7B-ConsistentChat | unsloth/Qwen2.5-0.5B-Instruct | unsloth/Qwen2.5-1.5B | unsloth/Qwen2.5-1.5B-Instruct
_SUMMARY_,,,2791,1168,4540,0.418488,0.257269,micro_TP=1168_pred=2791_gold_universe_sum=4540,rows_with_loose_peer_in_universe=156
